LabID,Clinic,Address,City,State,Zipcode,Latitude,Longitude
Quest102,Quest,"Quest Diagnostics, 22312 El Paseo, Ste H, Rancho Santa Margarita, CA 92688",Rancho Santa Margarita,CA,92688,33.6389013,-117.5931836
Quest103,Quest,"Quest Diagnostics, 26732 Crown Valley Pkwy, Ste 521, Mission Viejo, CA 92691",Mission Viejo,CA,92691,33.5629983,-117.6651778
Quest104,Quest,"Quest Diagnostics, 26800 Crown Valley Pkwy, Ste 480, Mission Viejo, CA 92691",Mission Viejo,CA,92691,33.5624393,-117.6671426
Quest105,Quest,"AFC Urgent Care, 27522 Antonio Pkwy, Ste P3, Ladera Ranch, CA 92694",Ladera Ranch,CA,92694,33.5632282,-117.6289531
Quest106,Quest,"Quest Diagnostics, 3650 S Bristol St, Santa Ana, CA 92704",Santa Ana,CA,92704,33.698369,-117.8867343
Quest107,Quest,"Quest Diagnostics, 1220 Hemlock Way, Ste 101, Santa Ana, CA 92707",Santa Ana,CA,92707,33.70971919999999,-117.8845701
Quest108,Quest,"Quest Diagnostics, 18785 Brookhurst St, Ste 103, Fountain Valley, CA 92708",Fountain Valley,CA,92708,33.6898403,-117.9546012
Quest109,Quest,"Quest Diagnostics, 11180 E Warner Ave, Ste 159, Fountain Valley, CA 92708",Fountain Valley,CA,92708,33.7156244,-117.9333887
Quest110,Quest,"Quest Diagnostics, 1120 W La Palma Ave, Ste 7, Anaheim, CA 92801",Anaheim,CA,92801,33.8467787,-117.9327617
Quest111,Quest,"Integra Test, 2814 W Lincoln Ave, Anaheim, CA 92801",Anaheim,CA,92801,33.8314925,-117.9855328
Quest112,Quest,"Quest Diagnostics, 2229 W Ball Rd, Ste C, Anaheim, CA 92804",Anaheim,CA,92804,33.8184808,-117.9607263
Quest113,Quest,"E&J Medical Services, 333 S Magnolia St, Anaheim, CA 92804",Anaheim,CA,92804,33.827418,-117.976425
Quest114,Quest,"AFC Urgent Care, 1711 W Katella Ave, Anaheim, CA 92804",Anaheim,CA,92804,33.8035759,-117.9418445
Quest115,Quest,"Corrective Solutions, 3460 E Orangethorpe Ave, Ste B, Anaheim, CA 92806",Anaheim,CA,92806,33.8682089,-117.84678
Quest116,Quest,"Quest Diagnostics, 500 S Anaheim Hills Rd, Ste 121, Anaheim, CA 92807",Anaheim,CA,92807,33.8432085,-117.7767799
Quest117,Quest,"Quest Diagnostics, 2720 N Harbor Blvd, Ste 100, Fullerton, CA 92835",Fullerton,CA,92835,33.9009947,-117.9286575
Quest118,Quest,"ProActive Work, 12828 Harbor Blvd, Ste 200, Garden Grove, CA 92840",Garden Grove,CA,92840,33.7765543,-117.9152933
Quest119,Quest,"Corrective Solutions, 12371 Lewis St, Ste 101, Garden Grove, CA 92840",Garden Grove,CA,92840,33.7832769,-117.8983125
Quest120,Quest,"Quest Diagnostics, 12665 Garden Grove Blvd, Ste 714, Garden Grove, CA 92843",Garden Grove,CA,92843,33.7747502,-117.912172
Quest121,Quest,"E&J Medical Services, 1010 N Batavia St, Ste J, Orange, CA 92867",Orange,CA,92867,33.8046537,-117.8622249
Quest122,Quest,"Fastest Labs, 1525 N Placentia Ave, Ste I, Placentia, CA 92870",Placentia,CA,92870,33.8916622,-117.8740257
Quest123,Quest,"Carbon Health, 14117 Limonite Ave, Bldg 2 Ste 300, Eastvale, CA 92880",Eastvale,CA,92880,33.9757762,-117.5913513
Quest124,Quest,"Quest Diagnostics, 6102 Orbis Way, Ste 510, Eastvale, CA 92880",Eastvale,CA,92880,33.9759667,-117.5890554
Quest125,Quest,"Quest Diagnostics, 2250 S Main St, Ste 105, Corona, CA 92882",Corona,CA,92882,33.8551857,-117.5705912
Quest126,Quest,"Quest Diagnostics, 308 W 6th St, Ste 201, Corona, CA 92882",Corona,CA,92882,33.874459,-117.5696867
Quest127,Quest,"Carbon Health, 3955 Bedford Canyon Rd, Unit 103, Corona, CA 92883",Corona,CA,92883,33.8184538,-117.5205386
Quest128,Quest,"Quest Diagnostics, 3801 Las Posas Rd, Ste 208, Camarillo, CA 93010",Camarillo,CA,93010,34.2421303,-119.019618
Quest129,Quest,"Quest Diagnostics, 5800 Santa Rosa Rd, Ste 105, Camarillo, CA 93012",Camarillo,CA,93012,34.2252745,-118.9885051
Quest130,Quest,"Carbon Health, 806 New Los Angeles Ave, Ste A1, Moorpark, CA 93021",Moorpark,CA,93021,34.27887400000001,-118.8665098
Quest131,Quest,"Carbon Health, 2944 Tapo Canyon Rd, Ste A, Simi Valley, CA 93063",Simi Valley,CA,93063,34.287885,-118.7158177
Quest132,Quest,"Quest Diagnostics, 2876 Sycamore Dr, Ste 200, Simi Valley, CA 93065",Simi Valley,CA,93065,34.2879413,-118.7431679
Quest133,Quest,"Quest Diagnostics, 135 Macaw Ln, Ste 100, Simi Valley, CA 93065",Simi Valley,CA,93065,34.2599039,-118.7946577
Quest134,Quest,"Quest Diagnostics, 1629 W Avenue J, Ste 102, Lancaster, CA 93534",Lancaster,CA,93534,34.6901172,-118.1593529
Quest135,Quest,"Quest Diagnostics, 41230 11th St W, Ste D, Palmdale, CA 93551",Palmdale,CA,93551,34.6321523,-118.1496788
Quest136,Quest,"Quest Diagnostics, 1090 E Stanley Blvd, Livermore, CA 94550",Livermore,CA,94550,37.6799701,-121.7832017
Quest137,Quest,"Quest Diagnostics - Arlington, 22 Mill Street, Suite 107, Arlington, MA 02476-4738",Arlington,MA,02476,42.417831801021556,-71.15812542598148
Quest138,Quest,"Quest Diagnostics - 20 Hope Ave, Ste 311, Waltham, MA 02453-2721",Waltham,MA,02453,42.36977151605555,-71.24806079161627
Quest139,Quest,"Quest Diagnostics - Avon, 54 W Avon Rd, Ste 104, Avon, CT, 06001-3680",Avon,CT,06001,41.81354452452338,-72.8656559297594
Quest140,Quest,"Quest Diagnostics - 100 Simsbury Rd Avon CT, 100 Simsbury Rd, Ste 210, Avon, CT 06001-3793",Avon,CT,06001,41.817321922452344,-72.82924820277499
Quest141,Quest,"Quest Diagnostics - Unionville, 45 S Main St, Unionville, CT 06085-1278",Unionville,CT,06001,41.75633480146849,-72.88601525358973
Quest142,Quest,"Quest Diagnostics - Farmington 2, 838D Farmington Ave, Farmington, CT 06032, United States",Farmington,CT,06001,41.72790398190262,-72.82637496493008
Quest143,Quest,"970 Farmington Ave Suite 209, Second Floor, West Hartford, CT 06107, United States",West Hartford,CT,06001,41.76188283097116,-72.74360854026106
Quest144,Quest,"Quest Diagnostics MA LLC - Mattapan, 1575 Blue Hill Ave, Mattapan, MA 02126-0000",Mattapan,MA,02126,42.269812697054164,-71.09407254897215
Quest145,Quest,"Quest Diagnostics - Layton, 4852 S 6th St, Milwaukee, WI 53221-2462",Milwaukee,WI,53221,42.95684769202216,-87.91827301807575
Quest146,Quest,"Quest Diagnostics - Mayfair, 2600 N Mayfair Rd, Ste 890, Wauwatosa, WI 53226-1309",Wauwatosa,WI,53226,43.06693434051614,-88.04686122945036
Quest147,Quest,"Quest Diagnostics - Holy Family Methuen, 60 East St, Ste 1200, Methuen, MA 01844-4547",Methuen,MA,01844,42.72658459326845,-71.16634242053172
Quest148,Quest,"Quest Diagnostics - Danvers, 180 Endicott Street, Danvers, MA 01923-0000",Danvers,MA,01923,42.547417229212314,-70.93991961034239
Quest149,Quest,"Quest Diagnostics, 101 Amesbury St, Suite 204, Lawrence, MA 01840",Lawrence,MA,01840,42.708769,-71.163742
Quest150,Quest,"Quest Diagnostics, 25 Marston Street, Suite 304, Lawrence, MA 01841",Lawrence,MA,01841,42.706943,-71.145573
Quest151,Quest,"Quest Diagnostics, 380R Merrimack Street, Suite 102, Methuen, MA 01844",Methuen,MA,01844,42.748016,-71.129981
Quest152,Quest,"Quest Diagnostics, 203 Turnpike St, Suite 300B, North Andover, MA 01845",North Andover,MA,01845,42.6737391,-71.1274446
Quest153,Quest,"Quest Diagnostics, 8 Stiles Rd, Ste 111, Salem, NH 03079",Salem,NH,03079,42.7747186,-71.2504378
Quest154,Quest,"Quest Diagnostics, 49 Atwood Road, Pelham, NH 03076",Pelham,NH,03076,42.7243,-71.3223
Quest155,Quest,"Quest Diagnostics, 62 Brown St, Ste 202, Haverhill, MA 01830",Haverhill,MA,01830,42.7650514,-71.0449482
Quest156,Quest,"Quest Diagnostics, 700 Rogers St, Lowell, MA 01852",Lowell,MA,01852,42.6307349,-71.2796519
Quest157,Quest,"Quest Diagnostics - Melrose, 50 Tremont St, Ste 102, Melrose, MA 02176-2721",Melrose,MA,02176,42.4609568668302,-71.06981904358723
Quest158,Quest,"Quest Diagnostics - Foxboro, 10 Commercial St, Job Lot Plaza, Foxboro, MA 02035-2509",Foxboro,MA,02035,42.05348940986595,-71.24039040684602
Quest158,Quest,"Quest Diagnostics - Foxboro, 10 Commercial St, Job Lot Plaza, Foxboro, MA 02035-2509",Foxboro,MA,02035,42.05348940986595,-71.24039040684602
